Releases,Odds ratios (manually validated data),Odds ratios (szz generated data)
0.1,11.13,nan
0.2,6.53,2.67*
0.3,3.26,0.83*
0.4,4.46,2.52
0.5,4.98,3.85
0.6,11.64,3.1
0.7,4.37,3.28
0.8,2.38,nan
0.9,1.89*,5.04*
0.10.0,2.03*,4.29
0.11.0,1.64*,3.12
0.12.0,nan,3.47
