Releases,Odds ratios (manually validated data),Odds ratios (szz generated data)
1.4.0,nan,nan
1.5.0,nan,nan
1.6.0,nan,nan
1.7.0,nan,nan
1.8.0,nan,nan
2.0.36,nan,nan
2.2.19,nan,nan
2.4.56,9.03,nan
2.6.0,17.45,1.0*
2.8.0,2.93*,2.45*
2.9.0,nan,nan
2.10.0,2.17*,nan
